locus_tag	ftype	length_bp	gene	EC_number	COG	product
GMPPAGHP_02557	CDS	456				hypothetical protein
GMPPAGHP_02558	CDS	546	aroL	2.7.1.71	COG0703	Shikimate kinase 2
GMPPAGHP_02559	CDS	192	yaiA			putative protein YaiA
GMPPAGHP_02560	CDS	678				hypothetical protein
GMPPAGHP_02561	CDS	285	ppnP	2.4.2.1	COG3123	Pyrimidine/purine nucleoside phosphorylase
GMPPAGHP_02562	CDS	912	rdgC		COG2974	Recombination-associated protein RdgC
GMPPAGHP_02563	CDS	909	mak	2.7.1.4	COG1940	Fructokinase
GMPPAGHP_02564	CDS	1173	araJ		COG2814	Putative transporter AraJ
GMPPAGHP_02565	CDS	3141	sbcC		COG0419	Nuclease SbcCD subunit C
GMPPAGHP_02566	CDS	1203	sbcD		COG0420	Nuclease SbcCD subunit D
GMPPAGHP_02567	CDS	690	phoB		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
GMPPAGHP_02568	CDS	1296	phoR	2.7.13.3		Phosphate regulon sensor protein PhoR
GMPPAGHP_02569	CDS	1320	brnQ		COG1114	Branched-chain amino acid transport system 2 carrier protein
GMPPAGHP_02570	CDS	1371	proY		COG1113	Proline-specific permease ProY
GMPPAGHP_02571	CDS	1818	malZ	3.2.1.20	COG0366	Maltodextrin glucosidase
GMPPAGHP_02572	CDS	603	ahpC_1	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
GMPPAGHP_02573	CDS	582	acpH	3.1.4.14	COG3124	Acyl carrier protein phosphodiesterase
GMPPAGHP_02574	CDS	1065	queA_1	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
GMPPAGHP_02575	CDS	1128	tgt	2.4.2.29	COG0343	Queuine tRNA-ribosyltransferase
GMPPAGHP_02576	CDS	333	yajC		COG1862	Sec translocon accessory complex subunit YajC
GMPPAGHP_02577	CDS	1815	secD		COG0342	Protein translocase subunit SecD
GMPPAGHP_02578	CDS	972	secF		COG0341	Protein translocase subunit SecF
GMPPAGHP_02579	CDS	366				hypothetical protein
GMPPAGHP_02580	CDS	693				hypothetical protein
GMPPAGHP_02581	CDS	348				hypothetical protein
GMPPAGHP_02582	CDS	108				hypothetical protein
GMPPAGHP_02583	CDS	864	tsx		COG3248	Nucleoside-specific channel-forming protein Tsx
GMPPAGHP_02584	CDS	540	yajI			putative lipoprotein YajI
GMPPAGHP_02585	CDS	450	nrdR		COG1327	Transcriptional repressor NrdR
GMPPAGHP_02586	CDS	1104	ribD		COG0117	Riboflavin biosynthesis protein RibD
GMPPAGHP_02587	CDS	471	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
GMPPAGHP_02588	CDS	420	nusB		COG0781	Transcription antitermination protein NusB
GMPPAGHP_02589	CDS	978	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
GMPPAGHP_02590	CDS	516	pgpA	3.1.3.27	COG1267	Phosphatidylglycerophosphatase A
GMPPAGHP_02591	CDS	975	yajO	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
GMPPAGHP_02592	CDS	1863	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
GMPPAGHP_02593	CDS	900	ispA	2.5.1.10	COG0142	Farnesyl diphosphate synthase
GMPPAGHP_02594	CDS	243	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
GMPPAGHP_02595	CDS	1449	thiI	2.8.1.4	COG0301	tRNA sulfurtransferase
GMPPAGHP_02596	CDS	798	phnV		COG1177	Putative 2-aminoethylphosphonate transport system permease protein PhnV
GMPPAGHP_02597	CDS	861	phnU		COG0555	Putative 2-aminoethylphosphonate transport system permease protein PhnU
GMPPAGHP_02598	CDS	1110	phnT		COG3842	Putative 2-aminoethylphosphonate import ATP-binding protein PhnT
GMPPAGHP_02599	CDS	1014	phnS		COG1840	Putative 2-aminoethylphosphonate-binding periplasmic protein
GMPPAGHP_02600	CDS	720	phnR		COG2188	Putative transcriptional regulator of 2-aminoethylphosphonate degradation operons
GMPPAGHP_02601	CDS	1104	phnW	2.6.1.37	COG0075	2-aminoethylphosphonate--pyruvate transaminase
GMPPAGHP_02602	CDS	810	phnX	3.11.1.1	COG0637	Phosphonoacetaldehyde hydrolase
GMPPAGHP_02603	CDS	591	yajL_2	3.1.2.-	COG0693	Protein/nucleic acid deglycase 3
GMPPAGHP_02604	CDS	912	panE_2	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
GMPPAGHP_02605	CDS	492				hypothetical protein
GMPPAGHP_02606	CDS	1365	yajR		COG0477	Inner membrane transport protein YajR
GMPPAGHP_02607	CDS	1512				hypothetical protein
GMPPAGHP_02608	CDS	1494				hypothetical protein
GMPPAGHP_02609	CDS	891	cyoE	2.5.1.141	COG0109	Protoheme IX farnesyltransferase
GMPPAGHP_02610	CDS	330	cyoD		COG3125	Cytochrome bo(3) ubiquinol oxidase subunit 4
GMPPAGHP_02611	CDS	615	cyoC		COG1845	Cytochrome bo(3) ubiquinol oxidase subunit 3
GMPPAGHP_02612	CDS	1992	cyoB	7.1.1.3	COG0843	Cytochrome bo(3) ubiquinol oxidase subunit 1
GMPPAGHP_02613	CDS	957	cyoA		COG1622	Cytochrome bo(3) ubiquinol oxidase subunit 2
GMPPAGHP_02614	CDS	1482	ampG		COG0477	Anhydromuropeptide permease
GMPPAGHP_02615	CDS	633				hypothetical protein
GMPPAGHP_02616	CDS	315	bolA		COG0271	DNA-binding transcriptional regulator BolA
GMPPAGHP_02617	CDS	1299	tig	5.2.1.8	COG0544	Trigger factor
GMPPAGHP_02618	CDS	624	clpP_2	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
GMPPAGHP_02619	CDS	1272	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
GMPPAGHP_02620	CDS	2355	lon_3	3.4.21.53	COG0466	Lon protease
GMPPAGHP_02621	CDS	273	hupB		COG0776	DNA-binding protein HU-beta
GMPPAGHP_02622	CDS	1869	ppiD	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase D
GMPPAGHP_02623	CDS	375			COG1555	putative protein
GMPPAGHP_02624	CDS	399	fadM	3.1.2.-	COG0824	Long-chain acyl-CoA thioesterase FadM
GMPPAGHP_02625	CDS	696	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
GMPPAGHP_02626	CDS	1701	sgrR_2		COG4533	HTH-type transcriptional regulator SgrR
GMPPAGHP_02627	CDS	819	cof	3.6.1.-	COG0561	HMP-PP phosphatase
GMPPAGHP_02628	CDS	1056	sbnA	2.5.1.140		N-(2-amino-2-carboxyethyl)-L-glutamate synthase
GMPPAGHP_02629	CDS	459	decR		COG1522	DNA-binding transcriptional activator DecR
GMPPAGHP_02630	CDS	1773	yheI	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
GMPPAGHP_02631	CDS	1782	mdlB	7.6.2.2	COG1132	Multidrug resistance-like ATP-binding protein MdlB
GMPPAGHP_02632	CDS	339	glnK		COG0347	Nitrogen regulatory protein P-II 2
GMPPAGHP_02633	CDS	1287	amtB			Ammonia channel
GMPPAGHP_02634	CDS	861	tesB	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
GMPPAGHP_02635	CDS	570	ybaY		COG3126	putative lipoprotein YbaY
GMPPAGHP_02636	CDS	312	atl		COG3695	DNA base-flipping protein
GMPPAGHP_02637	CDS	1551	pdeB	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeB
GMPPAGHP_02638	CDS	261	rpmE2		COG0254	50S ribosomal protein L31 type B
GMPPAGHP_02639	CDS	471	ylaC			Inner membrane protein YlaC
GMPPAGHP_02640	CDS	552	maa	2.3.1.79	COG0110	Maltose O-acetyltransferase
GMPPAGHP_02641	CDS	219	hha			Hemolysin expression-modulating protein Hha
GMPPAGHP_02642	CDS	375	tomB			Hha toxicity modulator TomB
GMPPAGHP_02643	CDS	3150	acrB_1		COG0841	Multidrug efflux pump subunit AcrB
GMPPAGHP_02644	CDS	1194	acrA			Multidrug efflux pump subunit AcrA
GMPPAGHP_02645	CDS	654	acrR_2		COG1309	HTH-type transcriptional regulator AcrR
GMPPAGHP_02646	CDS	3363	mscK		COG3264	Mechanosensitive channel MscK
GMPPAGHP_02647	CDS	936				ISNCY family transposase ISRor2
GMPPAGHP_02648	CDS	168				hypothetical protein
GMPPAGHP_02649	CDS	516	priC		COG3923	Primosomal replication protein N''
GMPPAGHP_02650	CDS	378	ybaN		COG2832	Inner membrane protein YbaN
GMPPAGHP_02651	CDS	552	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
GMPPAGHP_02652	CDS	1929	dnaX	2.7.7.7	COG2812	DNA polymerase III subunit tau
GMPPAGHP_02653	CDS	330	ybaB		COG0718	Nucleoid-associated protein YbaB
GMPPAGHP_02654	CDS	606	recR		COG0353	Recombination protein RecR
GMPPAGHP_02655	CDS	1875	htpG		COG0326	Chaperone protein HtpG
GMPPAGHP_02656	CDS	645	adk	2.7.4.3	COG0563	Adenylate kinase
GMPPAGHP_02657	CDS	963	hemH	4.99.1.1	COG0276	Ferrochelatase
GMPPAGHP_02658	CDS	972	aes	3.1.1.-	COG0657	Acetyl esterase
GMPPAGHP_02659	CDS	1350	gsk	2.7.1.73	COG0524	Inosine-guanosine kinase
GMPPAGHP_02660	CDS	1677	ybaL		COG1226	Putative cation/proton antiporter YbaL
GMPPAGHP_02661	CDS	126				hypothetical protein
GMPPAGHP_02662	CDS	1221	fsr			Fosmidomycin resistance protein
GMPPAGHP_02663	CDS	1653	ushA		COG0737	Protein UshA
GMPPAGHP_02664	CDS	480	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
GMPPAGHP_02665	CDS	795				hypothetical protein
GMPPAGHP_02666	CDS	828				hypothetical protein
GMPPAGHP_02667	CDS	2502	copA	7.2.2.8	COG2217	Copper-exporting P-type ATPase
GMPPAGHP_02668	CDS	417	cueR		COG0789	HTH-type transcriptional regulator CueR
GMPPAGHP_02669	CDS	453	ybbJ		COG1585	Inner membrane protein YbbJ
GMPPAGHP_02670	CDS	918	qmcA		COG0330	Protein QmcA
GMPPAGHP_02671	CDS	678	fetA	3.6.3.-	COG4619	putative iron export ATP-binding protein FetA
GMPPAGHP_02672	CDS	780	fetB		COG0390	putative iron export permease protein FetB
GMPPAGHP_02673	CDS	855	cnoX		COG3118	Chaperedoxin
GMPPAGHP_02674	CDS	771				hypothetical protein
GMPPAGHP_02675	CDS	585	tesA	3.1.2.2	COG2755	Thioesterase 1/protease 1/lysophospholipase L1
GMPPAGHP_02676	CDS	687	lolD_2	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
GMPPAGHP_02677	CDS	2415				hypothetical protein
GMPPAGHP_02678	CDS	105				hypothetical protein
GMPPAGHP_02679	CDS	1134				hypothetical protein
GMPPAGHP_02680	CDS	831	metQ_1		COG1464	D-methionine-binding lipoprotein MetQ
GMPPAGHP_02681	CDS	1017	metN_1	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
GMPPAGHP_02682	CDS	660	metP		COG2011	Methionine import system permease protein MetP
GMPPAGHP_02683	CDS	1095	selU	2.5.1.-	COG2603	tRNA 2-selenouridine synthase
GMPPAGHP_02684	CDS	927	allS_1			HTH-type transcriptional activator AllS
GMPPAGHP_02685	CDS	483	allA	4.3.2.3	COG3194	Ureidoglycolate lyase
GMPPAGHP_02686	CDS	819	allR		COG1414	HTH-type transcriptional repressor AllR
GMPPAGHP_02687	CDS	1782	gcl	4.1.1.47	COG3960	Glyoxylate carboligase
GMPPAGHP_02688	CDS	777	hyi	5.3.1.22	COG3622	Hydroxypyruvate isomerase
GMPPAGHP_02689	CDS	879	glxR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
GMPPAGHP_02690	CDS	1248	sauU_3			putative sulfoacetate transporter SauU
GMPPAGHP_02691	CDS	1455	ybbW		COG1953	Putative allantoin permease
GMPPAGHP_02692	CDS	1362	allB	3.5.2.5	COG0044	Allantoinase
GMPPAGHP_02693	CDS	1299	ybbY		COG2233	Putative purine permease YbbY
GMPPAGHP_02694	CDS	1149	glxK	2.7.1.31	COG1929	Glycerate 3-kinase
GMPPAGHP_02695	CDS	786	allE	3.5.3.26	COG3257	(S)-ureidoglycine aminohydrolase
GMPPAGHP_02696	CDS	1236	allC	3.5.3.9	COG0624	Allantoate amidohydrolase
GMPPAGHP_02697	CDS	1050	allD	1.1.1.350	COG2055	Ureidoglycolate dehydrogenase (NAD(+))
GMPPAGHP_02698	CDS	1665	fdrA		COG0074	Protein FdrA
GMPPAGHP_02699	CDS	1260				hypothetical protein
GMPPAGHP_02700	CDS	810				hypothetical protein
GMPPAGHP_02701	CDS	894	arcC2	2.7.2.2		Carbamate kinase 2
GMPPAGHP_02702	CDS	1068	purK	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
GMPPAGHP_02703	CDS	510	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
GMPPAGHP_02704	CDS	723	lpxH	3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
GMPPAGHP_02705	CDS	495	ppiB	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
GMPPAGHP_02706	CDS	1386	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
GMPPAGHP_02707	CDS	825				hypothetical protein
GMPPAGHP_02708	CDS	438				hypothetical protein
GMPPAGHP_02709	CDS	546	ybcI		COG1988	Inner membrane protein YbcI
GMPPAGHP_02710	CDS	213	ybcJ		COG2501	putative protein YbcJ
GMPPAGHP_02711	CDS	867	folD		COG0190	Bifunctional protein FolD protein
GMPPAGHP_02712	CDS	558	fimA_1			Type-1 fimbrial protein, A chain
GMPPAGHP_02713	CDS	534	fimA_2			Type-1 fimbrial protein, A chain
GMPPAGHP_02714	CDS	369	sfmC_2			putative fimbrial chaperone SfmC
GMPPAGHP_02715	CDS	2613	sfmD		COG3188	Outer membrane usher protein SfmD
GMPPAGHP_02716	CDS	240	sfmH_2			putative fimbrial-like protein SfmH
GMPPAGHP_02717	CDS	687	sfmH_3			putative fimbrial-like protein SfmH
GMPPAGHP_02718	CDS	519	sfmF			putative fimbrial-like protein SfmF
GMPPAGHP_02719	CDS	633	bvgA			Virulence factors putative positive transcription regulator BvgA
GMPPAGHP_02720	CDS	723				hypothetical protein
GMPPAGHP_02721	CDS	309				hypothetical protein
GMPPAGHP_02722	CDS	597				hypothetical protein
GMPPAGHP_02723	tRNA	77				tRNA-Arg(tct)
GMPPAGHP_02724	CDS	273				hypothetical protein
GMPPAGHP_02725	CDS	219				hypothetical protein
GMPPAGHP_02726	CDS	159				hypothetical protein
GMPPAGHP_02727	CDS	1641				hypothetical protein
GMPPAGHP_02728	CDS	927	yfdH_2	2.4.1.-	COG0463	Prophage bactoprenol glucosyl transferase 
GMPPAGHP_02729	CDS	363	yfdG		COG2246	Prophage bactoprenol-linked glucose translocase 
GMPPAGHP_02730	CDS	330	cusS	2.7.13.3	COG0642	Sensor histidine kinase CusS
GMPPAGHP_02731	CDS	855	rclR		COG2207	RCS-specific HTH-type transcriptional activator RclR
GMPPAGHP_02732	CDS	1326	rclA		COG1249	putative pyridine nucleotide-disulfide oxidoreductase RclA
GMPPAGHP_02733	CDS	237	rclB			putative protein RclB
GMPPAGHP_02734	CDS	561	rclC		COG3059	Inner membrane protein RclC
GMPPAGHP_02735	CDS	1176				hypothetical protein
GMPPAGHP_02736	CDS	1395	pheP		COG1113	Phenylalanine-specific permease
GMPPAGHP_02737	CDS	1248	ybdG		COG0668	Miniconductance mechanosensitive channel YbdG
GMPPAGHP_02738	CDS	1971	lip-1	3.1.1.3		Lipase 1
GMPPAGHP_02739	CDS	2730	norR_3			Anaerobic nitric oxide reductase transcription regulator NorR
GMPPAGHP_02740	CDS	987	frlB_3	3.5.-.-	COG2222	Fructosamine deglycase FrlB
GMPPAGHP_02741	CDS	1062				hypothetical protein
GMPPAGHP_02742	CDS	855	manZ_4		COG3716	PTS system mannose-specific EIID component
GMPPAGHP_02743	CDS	744	sorC		COG3715	PTS system sorbose-specific EIIC component
GMPPAGHP_02744	CDS	471	sorB_2	2.7.1.206	COG3444	PTS system sorbose-specific EIIB component
GMPPAGHP_02745	CDS	450				hypothetical protein
GMPPAGHP_02746	CDS	654	nfsB	1.-.-.-	COG0778	Oxygen-insensitive NAD(P)H nitroreductase
GMPPAGHP_02747	CDS	369				hypothetical protein
GMPPAGHP_02748	CDS	582	betI			HTH-type transcriptional regulator BetI
GMPPAGHP_02749	CDS	342	marA_1			Multiple antibiotic resistance protein MarA
GMPPAGHP_02750	CDS	249				hypothetical protein
GMPPAGHP_02751	CDS	1119	ybdK	6.3.2.2	COG2170	Putative glutamate--cysteine ligase 2
GMPPAGHP_02752	CDS	705				hypothetical protein
GMPPAGHP_02753	CDS	2256	fepA		COG4771	Ferrienterobactin receptor
GMPPAGHP_02754	CDS	1215	fes_1		COG2382	Enterochelin esterase
GMPPAGHP_02755	CDS	219	ybdZ		COG3251	Enterobactin biosynthesis protein YbdZ
GMPPAGHP_02756	CDS	3885	entF	2.7.7.-	COG1020	Enterobactin synthase component F
GMPPAGHP_02757	CDS	1137	fepE		COG3765	Ferric enterobactin transport protein FepE
GMPPAGHP_02758	CDS	795	fepC		COG1120	Ferric enterobactin transport ATP-binding protein FepC
GMPPAGHP_02759	CDS	990	fepG		COG4779	Ferric enterobactin transport system permease protein FepG
GMPPAGHP_02760	CDS	1008	fepD		COG0609	Ferric enterobactin transport system permease protein FepD
GMPPAGHP_02761	CDS	1245	entS		COG0477	Enterobactin exporter EntS
GMPPAGHP_02762	CDS	957	fepB		COG4592	Ferrienterobactin-binding periplasmic protein
GMPPAGHP_02763	CDS	1176	entC	5.4.4.2	COG1169	Isochorismate synthase EntC
GMPPAGHP_02764	CDS	1611	entE	6.3.2.14	COG1021	Enterobactin synthase component E
GMPPAGHP_02765	CDS	858	entB	6.3.2.14	COG1535	Enterobactin synthase component B
GMPPAGHP_02766	CDS	756	entA	1.3.1.28	COG1028	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
GMPPAGHP_02767	CDS	414	entH	3.1.2.-	COG2050	Proofreading thioesterase EntH
GMPPAGHP_02768	CDS	2106	cstA		COG1966	Peptide transporter CstA
GMPPAGHP_02769	CDS	198				hypothetical protein
GMPPAGHP_02770	CDS	1089	hcxA	1.1.1.-	COG0371	Hydroxycarboxylate dehydrogenase A
GMPPAGHP_02771	CDS	1161	ybdL	2.6.1.88	COG0436	Methionine aminotransferase
GMPPAGHP_02772	CDS	618	ybdM		COG1475	putative protein YbdM
GMPPAGHP_02773	CDS	1236	cysH_1	1.8.4.8		Phosphoadenosine phosphosulfate reductase
GMPPAGHP_02774	CDS	903	ybdO_3			putative HTH-type transcriptional regulator YbdO
GMPPAGHP_02775	CDS	747	dsbG		COG1651	Thiol:disulfide interchange protein DsbG
GMPPAGHP_02776	CDS	564	ahpC_2	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
GMPPAGHP_02777	CDS	1566	ahpF	1.8.1.-	COG3634	Alkyl hydroperoxide reductase subunit F
GMPPAGHP_02778	rRNA	78				5S ribosomal RNA (partial)
GMPPAGHP_02779	CDS	1029	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
GMPPAGHP_02780	CDS	963	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
GMPPAGHP_02781	CDS	927	coaA	2.7.1.33	COG1072	Pantothenate kinase
GMPPAGHP_02782	tRNA	76				tRNA-Thr(tgt)
GMPPAGHP_02783	tRNA	85				tRNA-Tyr(gta)
GMPPAGHP_02784	tRNA	75				tRNA-Gly(tcc)
GMPPAGHP_02785	tRNA	76				tRNA-Thr(ggt)
GMPPAGHP_02786	CDS	1110				hypothetical protein
GMPPAGHP_02787	CDS	1530				hypothetical protein
GMPPAGHP_02788	CDS	678	narI	1.7.5.1	COG2181	Respiratory nitrate reductase 1 gamma chain
GMPPAGHP_02789	CDS	711	narJ		COG2180	Nitrate reductase molybdenum cofactor assembly chaperone NarJ
GMPPAGHP_02790	CDS	1536	narH	1.7.5.1	COG1140	Respiratory nitrate reductase 1 beta chain
GMPPAGHP_02791	CDS	3744	narG	1.7.5.1	COG5013	Respiratory nitrate reductase 1 alpha chain
GMPPAGHP_02792	CDS	1398	narK		COG2223	Nitrate/nitrite transporter NarK
GMPPAGHP_02793	CDS	1797	narX	2.7.13.3		Nitrate/nitrite sensor protein NarX
GMPPAGHP_02794	CDS	651	narL_2		COG2197	Nitrate/nitrite response regulator protein NarL
GMPPAGHP_02795	CDS	1425				Invasin
GMPPAGHP_02796	CDS	354	ychN		COG1553	Protein YchN
GMPPAGHP_02797	CDS	231	chaB		COG4572	Putative cation transport regulator ChaB
GMPPAGHP_02798	CDS	1101	chaA		COG0387	Sodium-potassium/proton antiporter ChaA
GMPPAGHP_02799	CDS	855	kdsA	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
GMPPAGHP_02800	CDS	810				hypothetical protein
GMPPAGHP_02801	CDS	390	ychQ		COG3094	Protein YchQ
GMPPAGHP_02802	CDS	834	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
GMPPAGHP_02803	CDS	1083	prfA		COG0216	Peptide chain release factor RF1
GMPPAGHP_02804	CDS	1257	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
GMPPAGHP_02805	CDS	624	lolB		COG3017	Outer-membrane lipoprotein LolB
GMPPAGHP_02806	CDS	852	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
GMPPAGHP_02807	CDS	948	prs_2	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
GMPPAGHP_02808	CDS	1659	dauA		COG0659	C4-dicarboxylic acid transporter DauA
GMPPAGHP_02809	CDS	279				hypothetical protein
GMPPAGHP_02810	CDS	585	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
GMPPAGHP_02811	CDS	1092	ychF		COG0012	Ribosome-binding ATPase YchF
GMPPAGHP_02812	CDS	1266				hypothetical protein
GMPPAGHP_02813	CDS	1119	hyaA	1.12.99.6	COG1740	Hydrogenase-1 small chain
GMPPAGHP_02814	CDS	1794	hyaB_1	1.12.99.6	COG0374	Hydrogenase-1 large chain
GMPPAGHP_02815	CDS	732	hyaC_1		COG1969	putative Ni/Fe-hydrogenase 1 B-type cytochrome subunit
GMPPAGHP_02816	CDS	597	hyaD_1	3.4.23.-	COG0680	Hydrogenase 1 maturation protease
GMPPAGHP_02817	CDS	405	hyaE			Hydrogenase-1 operon protein HyaE
GMPPAGHP_02818	CDS	849				hypothetical protein
GMPPAGHP_02819	CDS	1545	appC	7.1.1.3	COG1271	Cytochrome bd-II ubiquinol oxidase subunit 1
GMPPAGHP_02820	CDS	1137	appB_2	7.1.1.3	COG1294	Cytochrome bd-II ubiquinol oxidase subunit 2
GMPPAGHP_02821	CDS	90	appX			Putative cytochrome bd-II ubiquinol oxidase subunit AppX
GMPPAGHP_02822	CDS	1275	gdhA_1	1.4.1.3	COG0334	Glutamate dehydrogenase
GMPPAGHP_02823	CDS	1713	treA	3.2.1.28	COG1626	Periplasmic trehalase
GMPPAGHP_02824	CDS	255				hypothetical protein
GMPPAGHP_02825	CDS	735	ycgR		COG5581	Flagellar brake protein YcgR
GMPPAGHP_02826	CDS	612	emtA	4.2.2.-	COG0741	Endo-type membrane-bound lytic murein transglycosylase A
GMPPAGHP_02827	CDS	915	ldcA	3.4.17.13	COG1619	Murein tetrapeptide carboxypeptidase
GMPPAGHP_02828	CDS	1734	cvrA		COG3263	K(+)/H(+) antiporter NhaP2
GMPPAGHP_02829	CDS	1071	dadX	5.1.1.1	COG0787	Alanine racemase, catabolic
GMPPAGHP_02830	CDS	1299	dadA_1	1.4.99.-	COG0665	D-amino acid dehydrogenase
GMPPAGHP_02831	CDS	1533				hypothetical protein
GMPPAGHP_02832	CDS	720	fadR		COG2186	Fatty acid metabolism regulator protein
GMPPAGHP_02833	CDS	1545	nhaB		COG3067	Na(+)/H(+) antiporter NhaB
GMPPAGHP_02834	CDS	531	dsbB		COG1495	Disulfide bond formation protein B
GMPPAGHP_02835	CDS	342	yeaR_1		COG3615	putative protein YeaR
GMPPAGHP_02836	CDS	174	gnsA			Protein GnsA
GMPPAGHP_02837	CDS	138				hypothetical protein
GMPPAGHP_02838	CDS	447				hypothetical protein
GMPPAGHP_02839	CDS	660	ycgM		COG0179	putative protein YcgM
GMPPAGHP_02840	CDS	294	ycgL		COG3100	Protein YcgL
GMPPAGHP_02841	CDS	708	minC		COG0850	Septum site-determining protein MinC
GMPPAGHP_02842	CDS	813	minD		COG2894	Septum site-determining protein MinD
GMPPAGHP_02843	CDS	267	minE		COG0851	Cell division topological specificity factor
GMPPAGHP_02844	CDS	1173	rnd	3.1.13.5	COG0349	Ribonuclease D
GMPPAGHP_02845	CDS	246				IS200/IS605 family transposase IS200F
GMPPAGHP_02846	tRNA	77				tRNA-Arg(acg)
GMPPAGHP_02847	tRNA	77				tRNA-Arg(acg)
GMPPAGHP_02848	tRNA	77				tRNA-Arg(acg)
GMPPAGHP_02849	tRNA	93				tRNA-Ser(gct)
GMPPAGHP_02850	CDS	186	csrA		COG1551	Carbon storage regulator
GMPPAGHP_02851	CDS	2631	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
GMPPAGHP_02852	CDS	540	recX		COG2137	Regulatory protein RecX
GMPPAGHP_02853	CDS	1062	recA		COG0468	Protein RecA
GMPPAGHP_02854	CDS	498	pncC_2	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
GMPPAGHP_02855	CDS	246				hypothetical protein
GMPPAGHP_02856	CDS	1080	mltB	4.2.2.-	COG2951	Membrane-bound lytic murein transglycosylase B
GMPPAGHP_02857	CDS	564	srlA_1		COG3730	PTS system glucitol/sorbitol-specific EIIC component
GMPPAGHP_02858	CDS	972	srlE_1	2.7.1.198	COG3732	PTS system glucitol/sorbitol-specific EIIB component
GMPPAGHP_02859	CDS	363	srlB_1		COG3731	PTS system glucitol/sorbitol-specific EIIA component
GMPPAGHP_02860	CDS	780	srlD	1.1.1.140	COG1028	Sorbitol-6-phosphate 2-dehydrogenase
GMPPAGHP_02861	CDS	360				hypothetical protein
GMPPAGHP_02862	CDS	774	srlR_1		COG1349	Glucitol operon repressor
GMPPAGHP_02863	CDS	966	gutQ	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase GutQ
GMPPAGHP_02864	CDS	1521	norR_4		COG3604	Anaerobic nitric oxide reductase transcription regulator NorR
GMPPAGHP_02865	CDS	1440	norV_1		COG0426	Anaerobic nitric oxide reductase flavorubredoxin
GMPPAGHP_02866	CDS	1134	norW	1.18.1.-	COG1251	Nitric oxide reductase FlRd-NAD(+) reductase
GMPPAGHP_02867	CDS	2241	hypF	6.2.-.-	COG0068	Carbamoyltransferase HypF
GMPPAGHP_02868	CDS	546	hyfA_2	1.-.-.-	COG1142	Hydrogenase-4 component A
GMPPAGHP_02869	CDS	810				hypothetical protein
GMPPAGHP_02870	CDS	471	hycI	3.4.23.51	COG0680	Hydrogenase 3 maturation protease
GMPPAGHP_02871	CDS	411				hypothetical protein
GMPPAGHP_02872	CDS	768	hycG		COG3260	Formate hydrogenlyase subunit 7
GMPPAGHP_02873	CDS	543	ndhI	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
GMPPAGHP_02874	CDS	1710	hycE		COG3261	Formate hydrogenlyase subunit 5
