locus_tag	ftype	length_bp	gene	EC_number	COG	product
FBJMCHFD_03108	CDS	3588	yhcR_2	3.1.31.-	COG0737	Endonuclease YhcR
FBJMCHFD_03109	CDS	597	srtD_2	3.4.22.-	COG3764	Sortase D
FBJMCHFD_03110	CDS	909	rluD_3	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
FBJMCHFD_03111	CDS	396				hypothetical protein
FBJMCHFD_03112	CDS	423	hrp1_2		COG0517	Hypoxic response protein 1
FBJMCHFD_03113	CDS	663	cbbY	3.1.3.-	COG0637	Protein CbbY
FBJMCHFD_03114	CDS	1542	amiF_2	3.5.1.49		Formamidase
FBJMCHFD_03115	CDS	1338	tpa_2	2.6.1.77	COG0161	Taurine--pyruvate aminotransferase
FBJMCHFD_03116	CDS	576	glpP_2		COG1954	Glycerol uptake operon antiterminator regulatory protein
FBJMCHFD_03117	CDS	825	glpF_2		COG0580	Glycerol uptake facilitator protein
FBJMCHFD_03118	CDS	1491	glpK_2	2.7.1.30	COG0554	Glycerol kinase
FBJMCHFD_03119	CDS	1665	glpD_2	1.1.5.3	COG0578	Aerobic glycerol-3-phosphate dehydrogenase
FBJMCHFD_03120	CDS	1746	pgcA_2	5.4.2.2		Phosphoglucomutase
FBJMCHFD_03121	CDS	1140				hypothetical protein
FBJMCHFD_03122	CDS	648	liaR_4		COG2197	Transcriptional regulatory protein LiaR
FBJMCHFD_03123	CDS	525	azr_2	1.7.-.-	COG0431	FMN-dependent NADPH-azoreductase
FBJMCHFD_03124	CDS	243				hypothetical protein
FBJMCHFD_03125	CDS	324				hypothetical protein
FBJMCHFD_03126	CDS	1461	lytF_2	3.4.-.-	COG0791	Peptidoglycan endopeptidase LytF
FBJMCHFD_03127	CDS	441	nsrR_2		COG1959	HTH-type transcriptional repressor NsrR
FBJMCHFD_03128	CDS	1527				hypothetical protein
FBJMCHFD_03129	CDS	1407				hypothetical protein
FBJMCHFD_03130	CDS	1377	phoA_2	3.1.3.1	COG1785	Alkaline phosphatase 4
FBJMCHFD_03131	CDS	1005	lytE_2	3.4.-.-		putative peptidoglycan endopeptidase LytE
FBJMCHFD_03132	CDS	876	cysL_3		COG0583	HTH-type transcriptional regulator CysL
FBJMCHFD_03133	CDS	1101	citA_2	2.3.3.16	COG0372	Citrate synthase 1
FBJMCHFD_03134	CDS	870	ydaD_5	1.-.-.-		General stress protein 39
FBJMCHFD_03135	CDS	1398	yhdG_3		COG0531	putative amino acid permease YhdG
FBJMCHFD_03136	CDS	1608	oppA_2		COG4166	Oligopeptide-binding protein OppA
FBJMCHFD_03137	CDS	936	oppB_2		COG0601	Oligopeptide transport system permease protein OppB
FBJMCHFD_03138	CDS	918	oppC_2		COG1173	Oligopeptide transport system permease protein OppC
FBJMCHFD_03139	CDS	1068	oppD_4		COG0444	Oligopeptide transport ATP-binding protein OppD
FBJMCHFD_03140	CDS	918	oppF_4		COG4608	Oligopeptide transport ATP-binding protein OppF
FBJMCHFD_03141	CDS	1263				hypothetical protein
FBJMCHFD_03142	CDS	579	yjbC_2	2.3.1.-		Putative acetyltransferase YjbC
FBJMCHFD_03143	CDS	396	spxA_2		COG1393	Regulatory protein Spx
FBJMCHFD_03144	CDS	657				hypothetical protein
FBJMCHFD_03145	CDS	657	mecA_2		COG4862	Adapter protein MecA 1
FBJMCHFD_03146	CDS	1152	coiA_2		COG4469	Competence protein CoiA
FBJMCHFD_03147	CDS	2013	pepF1_3	3.4.24.-		Oligoendopeptidase F, plasmid
FBJMCHFD_03148	CDS	168				hypothetical protein
FBJMCHFD_03149	CDS	900				hypothetical protein
FBJMCHFD_03150	CDS	399	yjbI_2		COG2346	Group 2 truncated hemoglobin YjbI
FBJMCHFD_03151	CDS	735	mltF_2	4.2.2.-		Membrane-bound lytic murein transglycosylase F
FBJMCHFD_03152	CDS	573	yjbK_2	3.6.1.-	COG4116	Putative triphosphatase YjbK
FBJMCHFD_03153	CDS	369				hypothetical protein
FBJMCHFD_03154	CDS	636	yjbM_2	2.7.6.5	COG2357	GTP pyrophosphokinase YjbM
FBJMCHFD_03155	CDS	801	ppnKA_2	2.7.1.23	COG0061	NAD kinase 1
FBJMCHFD_03156	CDS	900				hypothetical protein
FBJMCHFD_03157	CDS	735	prpE_2	3.6.1.17	COG0639	Bis(5'-nucleosyl)-tetraphosphatase PrpE [asymmetrical]
FBJMCHFD_03158	CDS	1845	kefB_2			Glutathione-regulated potassium-efflux system protein KefB
FBJMCHFD_03159	CDS	711	tenA_2	3.5.99.2	COG0819	Aminopyrimidine aminohydrolase
FBJMCHFD_03160	CDS	618	tenI_2	5.3.99.10	COG0352	Thiazole tautomerase
FBJMCHFD_03161	CDS	1110	thiO_4	1.4.3.19	COG0665	Glycine oxidase
FBJMCHFD_03162	CDS	204	thiS_2		COG2104	Sulfur carrier protein ThiS
FBJMCHFD_03163	CDS	765	thiG_2	2.8.1.10	COG2022	Thiazole synthase
FBJMCHFD_03164	CDS	1011				hypothetical protein
FBJMCHFD_03165	CDS	816	thiD_2	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
FBJMCHFD_03166	CDS	777	fabI_2	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
FBJMCHFD_03167	CDS	678				hypothetical protein
FBJMCHFD_03168	CDS	450	cotZ_2			Spore coat protein Z
FBJMCHFD_03169	CDS	489	cotY_2			Spore coat protein Y
FBJMCHFD_03170	CDS	483	cotX_2			Spore coat protein X
FBJMCHFD_03171	CDS	321	cotW_2			Spore coat protein W
FBJMCHFD_03172	CDS	387	cotV_2			Spore coat protein V
FBJMCHFD_03173	CDS	357	yjcA_2			Sporulation protein YjcA
FBJMCHFD_03174	CDS	207				hypothetical protein
FBJMCHFD_03175	CDS	150	yjcZ			Sporulation protein YjcZ
FBJMCHFD_03176	CDS	255				hypothetical protein
FBJMCHFD_03177	CDS	2280	yjcD_2	3.6.4.12	COG0210	Putative ATP-dependent DNA helicase YjcD
FBJMCHFD_03178	CDS	255				hypothetical protein
FBJMCHFD_03179	CDS	423	yjcF_2	2.3.1.-		putative N-acetyltransferase YjcF
FBJMCHFD_03180	CDS	516	yjcG_2	3.1.-.-	COG1514	Putative phosphoesterase YjcG
FBJMCHFD_03181	CDS	324				hypothetical protein
FBJMCHFD_03182	CDS	165	rtpA_3			Tryptophan RNA-binding attenuator protein inhibitory protein
FBJMCHFD_03183	CDS	243				hypothetical protein
FBJMCHFD_03184	CDS	948	spo0A_3		COG0784	Stage 0 sporulation protein A
FBJMCHFD_03185	CDS	1293	glnK_3	2.7.13.3	COG0642	Sensor histidine kinase GlnK
FBJMCHFD_03186	CDS	984	glsA1_3	3.5.1.2	COG2066	Glutaminase 1
FBJMCHFD_03187	CDS	1437	alsT_3		COG1115	Amino-acid carrier protein AlsT
FBJMCHFD_03188	CDS	948	mmuM_3	2.1.1.10	COG2040	Homocysteine S-methyltransferase
FBJMCHFD_03189	CDS	1464	rocC_4		COG0833	Amino-acid permease RocC
FBJMCHFD_03190	CDS	1068	ilvE_3	2.6.1.42	COG0115	Branched-chain-amino-acid transaminase 1
FBJMCHFD_03191	CDS	1251	gltP_3		COG1301	Proton/glutamate-aspartate symporter
FBJMCHFD_03192	CDS	969				hypothetical protein
FBJMCHFD_03193	CDS	276				hypothetical protein
FBJMCHFD_03194	CDS	816	psd_3	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
FBJMCHFD_03195	CDS	489	dedA_3		COG0586	Protein DedA
FBJMCHFD_03196	CDS	534				hypothetical protein
FBJMCHFD_03197	CDS	1155	purT_3	2.1.2.-	COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase
FBJMCHFD_03198	CDS	1071	hcxA_2	1.1.1.-	COG0371	Hydroxycarboxylate dehydrogenase A
FBJMCHFD_03199	CDS	471				hypothetical protein
FBJMCHFD_03200	CDS	1992				hypothetical protein
FBJMCHFD_03201	CDS	1002	tri1_2	3.2.2.19	COG1397	ADP-ribosylarginine hydrolase Tri1
FBJMCHFD_03202	CDS	129				hypothetical protein
FBJMCHFD_03203	CDS	1065				hypothetical protein
FBJMCHFD_03204	CDS	1059				hypothetical protein
FBJMCHFD_03205	CDS	2175				hypothetical protein
FBJMCHFD_03206	CDS	426				hypothetical protein
FBJMCHFD_03207	CDS	1449		1.14.14.9	COG2368	4-hydroxyphenylacetate 3-monooxygenase oxygenase component
FBJMCHFD_03208	CDS	243				hypothetical protein
FBJMCHFD_03209	CDS	1335	glpT_3		COG2271	Glycerol-3-phosphate transporter
FBJMCHFD_03210	CDS	888	glpQ_6	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase
FBJMCHFD_03211	CDS	249				hypothetical protein
FBJMCHFD_03212	CDS	1209				hypothetical protein
FBJMCHFD_03213	CDS	741				hypothetical protein
FBJMCHFD_03214	CDS	1638	yveA_4		COG0531	Aspartate-proton symporter
FBJMCHFD_03215	CDS	261				hypothetical protein
FBJMCHFD_03216	CDS	699				hypothetical protein
FBJMCHFD_03217	CDS	252	csgA_3			Sigma-G-dependent sporulation-specific SASP protein
FBJMCHFD_03218	CDS	477	yolA_2			SPbeta prophage-derived uncharacterized protein YolA
FBJMCHFD_03219	CDS	1476	dacC_1	3.4.16.4	COG2027	D-alanyl-D-alanine carboxypeptidase DacC
FBJMCHFD_03220	CDS	975	galM_1	5.1.3.3	COG2017	Aldose 1-epimerase
FBJMCHFD_03221	CDS	1389	mepA_1			Multidrug export protein MepA
FBJMCHFD_03222	CDS	543	yoeB_1			putative protein YoeB
FBJMCHFD_03223	tRNA	73				tRNA-Arg(cct)
FBJMCHFD_03224	CDS	546	xerC_2			Tyrosine recombinase XerC
FBJMCHFD_03225	CDS	231				hypothetical protein
FBJMCHFD_03226	CDS	1767	ggt_1	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
FBJMCHFD_03227	CDS	1176	pbuE_3		COG2814	Purine efflux pump PbuE
FBJMCHFD_03228	CDS	303	hlyU		COG0640	Transcriptional activator HlyU
FBJMCHFD_03229	CDS	1920	thrZ_1	6.1.1.3	COG0441	Threonine--tRNA ligase 2
FBJMCHFD_03230	CDS	867	yofA_1		COG0583	HTH-type transcriptional regulator YofA
FBJMCHFD_03231	CDS	981	adh_1	1.1.1.1		Alcohol dehydrogenase
FBJMCHFD_03232	CDS	1482	gltB_1	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
FBJMCHFD_03233	CDS	4560	gltA_1	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
FBJMCHFD_03234	CDS	903	gltC_4			HTH-type transcriptional regulator GltC
FBJMCHFD_03235	CDS	1119	proB_2	2.7.2.11	COG0263	Glutamate 5-kinase 1
FBJMCHFD_03236	CDS	798	proC_3	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
FBJMCHFD_03237	CDS	378	rtp_1			Replication termination protein
FBJMCHFD_03238	CDS	726	ucpA_1	1.-.-.-		Oxidoreductase UcpA
FBJMCHFD_03239	CDS	306				hypothetical protein
FBJMCHFD_03240	CDS	762				hypothetical protein
FBJMCHFD_03241	CDS	1248	yoaB_1		COG0477	Putative transporter YoaB
FBJMCHFD_03242	CDS	1467	yoaC	2.7.1.-	COG1070	Putative sugar kinase YoaC
FBJMCHFD_03243	CDS	1017	yoaD	1.1.1.-	COG0111	Putative 2-hydroxyacid dehydrogenase YoaD
FBJMCHFD_03244	CDS	2064	dmsA_1	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
FBJMCHFD_03245	CDS	228				hypothetical protein
FBJMCHFD_03246	CDS	225				hypothetical protein
FBJMCHFD_03247	CDS	579	slyA_2			Transcriptional regulator SlyA
FBJMCHFD_03248	CDS	282				hypothetical protein
FBJMCHFD_03249	CDS	465	yobK_2			Antitoxin YobK
FBJMCHFD_03250	CDS	495	yobL_2	3.1.-.-		Ribonuclease YobL
FBJMCHFD_03251	tRNA	72				tRNA-Glu(ttc)
FBJMCHFD_03252	tRNA	76				tRNA-Lys(ttt)
FBJMCHFD_03253	CDS	1293	purA_1	6.3.4.4	COG0104	Adenylosuccinate synthetase
FBJMCHFD_03254	CDS	420	yycE_1			putative protein YycE
FBJMCHFD_03255	CDS	1365	dnaC_1	3.6.4.12	COG0305	Replicative DNA helicase
FBJMCHFD_03256	CDS	201				hypothetical protein
FBJMCHFD_03257	CDS	204				hypothetical protein
FBJMCHFD_03258	CDS	141	yycC_1			putative protein YycC
FBJMCHFD_03259	CDS	1209	yycB_2		COG2807	putative transporter YycB
FBJMCHFD_03260	CDS	2058	arnT	2.4.2.43		Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
FBJMCHFD_03261	CDS	450	rplI_1			50S ribosomal protein L9
FBJMCHFD_03262	CDS	1980	gdpP_1	3.1.4.59	COG3887	Cyclic-di-AMP phosphodiesterase GdpP
FBJMCHFD_03263	CDS	930				hypothetical protein
FBJMCHFD_03264	CDS	150				hypothetical protein
FBJMCHFD_03265	CDS	120	cotF_1		COG5577	Spore coat protein F
FBJMCHFD_03266	CDS	345	cotF_2		COG5577	Spore coat protein F
FBJMCHFD_03267	CDS	378	yybR_1		COG1733	putative HTH-type transcriptional regulator YybR
FBJMCHFD_03268	CDS	930	ppaC_1	3.6.1.1	COG1227	Manganese-dependent inorganic pyrophosphatase
FBJMCHFD_03269	CDS	447				hypothetical protein
FBJMCHFD_03270	CDS	321				hypothetical protein
FBJMCHFD_03271	CDS	1311	garP			putative galactarate transporter
FBJMCHFD_03272	CDS	735				hypothetical protein
FBJMCHFD_03273	CDS	789				hypothetical protein
FBJMCHFD_03274	CDS	390	yybH		COG4319	putative protein YybH
FBJMCHFD_03275	CDS	840				hypothetical protein
FBJMCHFD_03276	CDS	600	ynfM_2			Inner membrane transport protein YnfM
FBJMCHFD_03277	CDS	393	gloB_4	3.1.2.6		Hydroxyacylglutathione hydrolase
FBJMCHFD_03278	CDS	453	slyA_3			Transcriptional regulator SlyA
FBJMCHFD_03279	CDS	447		2.3.1.-		Acetyltransferase
FBJMCHFD_03280	CDS	603				hypothetical protein
FBJMCHFD_03281	CDS	522	satA_2	2.3.-.-		Streptothricin acetyltransferase A
FBJMCHFD_03282	CDS	357				hypothetical protein
FBJMCHFD_03283	CDS	567	yyaP		COG0262	putative protein YyaP
FBJMCHFD_03284	CDS	186				hypothetical protein
FBJMCHFD_03285	CDS	450	sbmC_2			DNA gyrase inhibitor
FBJMCHFD_03286	CDS	2070		5.1.3.11		Cellobiose 2-epimerase
FBJMCHFD_03287	CDS	900				hypothetical protein
FBJMCHFD_03288	CDS	1356	ydjE_1			Inner membrane metabolite transport protein YdjE
FBJMCHFD_03289	CDS	378				hypothetical protein
FBJMCHFD_03290	CDS	1062				hypothetical protein
FBJMCHFD_03291	CDS	1029				hypothetical protein
FBJMCHFD_03292	CDS	1275				hypothetical protein
FBJMCHFD_03293	CDS	444	ccpB_2			Catabolite control protein B
FBJMCHFD_03294	CDS	759	exoA_1	3.1.11.2	COG0708	Exodeoxyribonuclease
FBJMCHFD_03295	CDS	240	rpsR_1		COG0238	30S ribosomal protein S18
FBJMCHFD_03296	CDS	327	ssbA_1		COG0629	Single-stranded DNA-binding protein A
FBJMCHFD_03297	CDS	189				hypothetical protein
FBJMCHFD_03298	CDS	1212	ftsW_2	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
FBJMCHFD_03299	CDS	3447	pycA_1	6.4.1.1		Pyruvate carboxylase
FBJMCHFD_03300	CDS	927	ctaA_1	1.3.-.-	COG1612	Heme A synthase
FBJMCHFD_03301	CDS	918	ctaB2_1	2.5.1.141	COG0109	Protoheme IX farnesyltransferase 2
FBJMCHFD_03302	CDS	1071	ctaC_1	1.9.3.1		Cytochrome c oxidase subunit 2
FBJMCHFD_03303	CDS	1869	ctaD_1	1.9.3.1		Cytochrome c oxidase subunit 1
FBJMCHFD_03304	CDS	624	ctaE_1	1.9.3.1		Cytochrome c oxidase subunit 3
FBJMCHFD_03305	CDS	333	caaD_1	1.9.3.1		Cytochrome c oxidase subunit 4B
FBJMCHFD_03306	CDS	885				hypothetical protein
FBJMCHFD_03307	CDS	360				hypothetical protein
FBJMCHFD_03308	CDS	444	hrp1_3		COG0517	Hypoxic response protein 1
FBJMCHFD_03309	CDS	1041				hypothetical protein
FBJMCHFD_03310	CDS	411				hypothetical protein
FBJMCHFD_03311	CDS	240				hypothetical protein
FBJMCHFD_03312	CDS	450				hypothetical protein
FBJMCHFD_03313	CDS	276				hypothetical protein
FBJMCHFD_03314	CDS	555	rsmD_1	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
FBJMCHFD_03315	CDS	483	coaD_1	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
FBJMCHFD_03316	CDS	1227	ylbJ_1		COG3314	Sporulation integral membrane protein YlbJ
FBJMCHFD_03317	CDS	780				hypothetical protein
FBJMCHFD_03318	CDS	1023	ylbL_1		COG3480	putative protein YlbL
FBJMCHFD_03319	CDS	1248	tmcAL_1	6.3.4.-	COG1323	tRNA(Met) cytidine acetate ligase
FBJMCHFD_03320	CDS	519				hypothetical protein
FBJMCHFD_03321	CDS	180	rpmF_1		COG0333	50S ribosomal protein L32
FBJMCHFD_03322	CDS	576	rsfA_1			Prespore-specific transcriptional regulator RsfA
FBJMCHFD_03323	CDS	483	ylbP_1	2.3.1.-		putative N-acetyltransferase YlbP
FBJMCHFD_03324	CDS	882	panE_2	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
FBJMCHFD_03325	CDS	1677	bshC_1	6.-.-.-	COG4365	Putative cysteine ligase BshC
FBJMCHFD_03326	CDS	465	mraZ_1			Transcriptional regulator MraZ
FBJMCHFD_03327	CDS	936	rsmH_2	2.1.1.199		Ribosomal RNA small subunit methyltransferase H
FBJMCHFD_03328	CDS	354	ftsL_1		COG4839	Cell division protein FtsL
FBJMCHFD_03329	CDS	2145	pbpB_1		COG0768	Penicillin-binding protein 2B
FBJMCHFD_03330	CDS	1920	spoVD		COG0768	Stage V sporulation protein D
FBJMCHFD_03331	CDS	1473	murE_1	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
FBJMCHFD_03332	CDS	975	mraY_1	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
FBJMCHFD_03333	CDS	978	accA_1	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
FBJMCHFD_03334	CDS	873	accD_1	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
FBJMCHFD_03335	CDS	1233		1.1.1.38		NAD-dependent malic enzyme
FBJMCHFD_03336	CDS	3339	dnaE_1	2.7.7.7	COG0587	DNA polymerase III subunit alpha
FBJMCHFD_03337	CDS	342	ytrH_1			Sporulation membrane protein YtrH
FBJMCHFD_03338	CDS	504	ytrI_1			Sporulation membrane protein YtrI
FBJMCHFD_03339	CDS	192				hypothetical protein
FBJMCHFD_03340	CDS	942	nrnA_1	3.1.-.-	COG0618	Bifunctional oligoribonuclease and PAP phosphatase NrnA
FBJMCHFD_03341	CDS	303				hypothetical protein
FBJMCHFD_03342	CDS	1317	IMPDH_1	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
FBJMCHFD_03343	CDS	687				hypothetical protein
FBJMCHFD_03344	CDS	768	fabG_4	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
FBJMCHFD_03345	CDS	129				hypothetical protein
FBJMCHFD_03346	CDS	1377	argH_1	4.3.2.1	COG0165	Argininosuccinate lyase
FBJMCHFD_03347	CDS	1212	argG_1	6.3.4.5		Argininosuccinate synthase
FBJMCHFD_03348	CDS	513	moaB_1		COG0521	Molybdenum cofactor biosynthesis protein B
FBJMCHFD_03349	CDS	1188	ackA_1	2.7.2.1	COG0282	Acetate kinase
FBJMCHFD_03350	CDS	987				hypothetical protein
FBJMCHFD_03351	CDS	504	tpx_1	1.11.1.15	COG2077	Thiol peroxidase
FBJMCHFD_03352	CDS	441	ytfJ_1		COG3874	putative spore protein YtfJ
FBJMCHFD_03353	CDS	690				hypothetical protein
FBJMCHFD_03354	CDS	492				hypothetical protein
FBJMCHFD_03355	CDS	1008	sppA_1	3.4.21.-	COG0616	Putative signal peptide peptidase SppA
FBJMCHFD_03356	CDS	831	nadK1_1	2.7.1.23	COG0061	NAD kinase 1
FBJMCHFD_03357	CDS	1596	nfdA_1	3.5.1.91		N-substituted formamide deformylase
FBJMCHFD_03358	CDS	1587	acsA_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
FBJMCHFD_03359	CDS	222				Small, acid-soluble spore protein 1
FBJMCHFD_03360	CDS	1206	thiI_1	2.8.1.4	COG0301	putative tRNA sulfurtransferase
FBJMCHFD_03361	CDS	1146	iscS_2	2.8.1.7		Cysteine desulfurase IscS
FBJMCHFD_03362	CDS	1341	brnQ_1		COG1114	Branched-chain amino acid transport system 2 carrier protein
FBJMCHFD_03363	CDS	1692	ezrA_1		COG4477	Septation ring formation regulator EzrA
FBJMCHFD_03364	CDS	813	hisK_1	3.1.3.15	COG1387	Histidinol-phosphatase
FBJMCHFD_03365	CDS	624	yttP_1			putative HTH-type transcriptional regulator YttP
FBJMCHFD_03366	CDS	483	msrC_1	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
FBJMCHFD_03367	CDS	1749				hypothetical protein
FBJMCHFD_03368	CDS	237				hypothetical protein
FBJMCHFD_03369	CDS	294				hypothetical protein
FBJMCHFD_03370	CDS	231				hypothetical protein
FBJMCHFD_03371	CDS	360				hypothetical protein
FBJMCHFD_03372	CDS	282				hypothetical protein
FBJMCHFD_03373	CDS	708				hypothetical protein
FBJMCHFD_03374	CDS	432	cotP_2		COG0071	Spore coat protein P
FBJMCHFD_03375	CDS	243				hypothetical protein
FBJMCHFD_03376	CDS	273				hypothetical protein
FBJMCHFD_03377	CDS	600	fadR_2			Fatty acid metabolism regulator protein
FBJMCHFD_03378	CDS	345				hypothetical protein
FBJMCHFD_03379	CDS	474	yycN_2	2.3.1.-	COG0454	putative N-acetyltransferase YycN
FBJMCHFD_03380	CDS	1647	vmlR			ABC-F type ribosomal protection protein VmlR
FBJMCHFD_03381	CDS	1377	cycA_3		COG1113	D-serine/D-alanine/glycine transporter
FBJMCHFD_03382	CDS	519				hypothetical protein
FBJMCHFD_03383	CDS	513	slyA_4			Transcriptional regulator SlyA
FBJMCHFD_03384	CDS	2658	ydgH		COG2409	Putative membrane protein YdgH
FBJMCHFD_03385	CDS	630	yodC_2	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YodC
FBJMCHFD_03386	CDS	435	slyA_5			Transcriptional regulator SlyA
FBJMCHFD_03387	CDS	1209	bcr_3			Bicyclomycin resistance protein
FBJMCHFD_03388	CDS	738				hypothetical protein
FBJMCHFD_03389	CDS	675	rspR_2		COG1802	HTH-type transcriptional repressor RspR
FBJMCHFD_03390	CDS	1263	ydhD_3	3.2.-.-	COG3858	Putative sporulation-specific glycosylase YdhD
FBJMCHFD_03391	CDS	1188	tylCV_2	2.4.1.318		Demethyllactenocin mycarosyltransferase
FBJMCHFD_03392	CDS	711				hypothetical protein
FBJMCHFD_03393	CDS	1389	phoB	3.1.3.1	COG1785	Alkaline phosphatase 3
FBJMCHFD_03394	CDS	372	fra_3		COG5646	Intracellular iron chaperone frataxin
FBJMCHFD_03395	CDS	498				hypothetical protein
FBJMCHFD_03396	CDS	480	ypeA	2.3.1.-		Acetyltransferase YpeA
FBJMCHFD_03397	CDS	978				hypothetical protein
FBJMCHFD_03398	CDS	570	ydhK_2			putative protein YdhK
FBJMCHFD_03399	CDS	1167	pbuE_4		COG2814	Purine efflux pump PbuE
FBJMCHFD_03400	CDS	312	gmuB_2	2.7.1.205	COG1440	PTS system oligo-beta-mannoside-specific EIIB component
FBJMCHFD_03401	CDS	216	gmuA_2		COG1447	PTS system oligo-beta-mannoside-specific EIIA component
FBJMCHFD_03402	CDS	783	gmuC_2		COG1455	PTS system oligo-beta-mannoside-specific EIIC component
FBJMCHFD_03403	CDS	564	gmuC_3		COG1455	PTS system oligo-beta-mannoside-specific EIIC component
FBJMCHFD_03404	CDS	1398	gmuD_2	3.2.1.86	COG2723	6-phospho-beta-glucosidase GmuD
FBJMCHFD_03405	CDS	714	gmuR_2		COG2188	HTH-type transcriptional regulator GmuR
FBJMCHFD_03406	CDS	900	gmuE_3	2.7.1.4	COG1940	Putative fructokinase
FBJMCHFD_03407	CDS	150				hypothetical protein
FBJMCHFD_03408	CDS	414	gmuF_2	5.3.1.8	COG1482	putative mannose-6-phosphate isomerase GmuF
FBJMCHFD_03409	CDS	1089	gmuG_2	3.2.1.78	COG4124	Mannan endo-1,4-beta-mannosidase
FBJMCHFD_03410	CDS	741				hypothetical protein
FBJMCHFD_03411	tRNA	77				tRNA-Arg(acg)
FBJMCHFD_03412	tRNA	74				tRNA-Gly(tcc)
FBJMCHFD_03413	CDS	447	sirA_1			Sporulation inhibitor of replication protein SirA
FBJMCHFD_03414	CDS	2004	tkt_1	2.2.1.1		Transketolase
FBJMCHFD_03415	CDS	234				hypothetical protein
FBJMCHFD_03416	CDS	651	yneB_1		COG1961	Resolvase YneB
FBJMCHFD_03417	CDS	312	yneA_1		COG1388	Cell division suppressor protein YneA
FBJMCHFD_03418	CDS	621	lexA_1	3.4.21.88	COG1974	LexA repressor
FBJMCHFD_03419	CDS	429				hypothetical protein
FBJMCHFD_03420	CDS	450				hypothetical protein
FBJMCHFD_03421	CDS	831				hypothetical protein
FBJMCHFD_03422	CDS	150				hypothetical protein
FBJMCHFD_03423	CDS	822				hypothetical protein
FBJMCHFD_03424	CDS	435	yncF_1	3.6.1.23	COG0756	putative deoxyuridine 5'-triphosphate nucleotidohydrolase YncF
FBJMCHFD_03425	CDS	2418				hypothetical protein
FBJMCHFD_03426	CDS	168				hypothetical protein
FBJMCHFD_03427	CDS	249	yvgO_2			Stress response protein YvgO
FBJMCHFD_03428	CDS	222				hypothetical protein
FBJMCHFD_03429	CDS	99				hypothetical protein
FBJMCHFD_03430	CDS	621	gbpA		COG3397	GlcNAc-binding protein A
FBJMCHFD_03431	CDS	1074	tgnB	1.14.14.-	COG2141	Flavin-dependent trigonelline monooxygenase, oxygenase component
FBJMCHFD_03432	CDS	573				hypothetical protein
FBJMCHFD_03433	CDS	543				hypothetical protein
FBJMCHFD_03434	CDS	357				hypothetical protein
FBJMCHFD_03435	CDS	399				hypothetical protein
FBJMCHFD_03436	CDS	201				hypothetical protein
FBJMCHFD_03437	CDS	276				hypothetical protein
FBJMCHFD_03438	CDS	1113				hypothetical protein
FBJMCHFD_03439	CDS	204				hypothetical protein
FBJMCHFD_03440	CDS	645	caiE			Carnitine operon protein CaiE
FBJMCHFD_03441	CDS	1017	adh_2	1.1.1.1		Alcohol dehydrogenase
FBJMCHFD_03442	CDS	342				hypothetical protein
FBJMCHFD_03443	CDS	168				hypothetical protein
FBJMCHFD_03444	CDS	186				hypothetical protein
FBJMCHFD_03445	CDS	432				hypothetical protein
FBJMCHFD_03446	CDS	99				hypothetical protein
FBJMCHFD_03447	CDS	2598	rphC			rifamycin-inactivating phosphotransferase RphC
FBJMCHFD_03448	CDS	1500	xylB_2	2.7.1.17	COG1070	Xylulose kinase
FBJMCHFD_03449	CDS	1338	xylA_1	5.3.1.5		Xylose isomerase
FBJMCHFD_03450	CDS	1155	nagC_1		COG1940	N-acetylglucosamine repressor
FBJMCHFD_03451	CDS	1416	xynB_1	3.2.1.37	COG3507	Beta-xylosidase
FBJMCHFD_03452	CDS	891				hypothetical protein
